,index,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1012,72915,Loyal Customer,46,Business travel,Business,1005,5,5,5,5,2,5,4,3,3,3,3,3,3,4,28,3.0,satisfied
1013,124054,Loyal Customer,37,Personal Travel,Eco,325,3,4,3,4,3,4,3,3,5,5,4,4,4,3,0,0.0,neutral or dissatisfied
1014,10653,Loyal Customer,17,Personal Travel,Eco,1149,3,1,2,3,2,1,2,2,1,3,4,1,4,2,0,0.0,neutral or dissatisfied
1015,11938,Loyal Customer,39,Personal Travel,Eco,190,4,2,4,3,5,4,5,,1,2,3,3,3,5,54,,neutral or dissatisfied
1016,107166,Loyal Customer,60,Business travel,Business,189,3,3,3,3,3,3,4,5,5,5,4,5,5,4,1,2.0,satisfied
1017,39569,Loyal Customer,59,Personal Travel,Eco Plus,209,2,4,2,3,4,3,4,4,4,2,4,1,4,2,0,,neutral or dissatisfied
1018,41949,Loyal Customer,48,Business travel,Business,3042,0,0,0,3,2,5,2,,3,3,3,3,3,3,5,10.0,satisfied
1019,79128,disloyal Customer,28,Business travel,Eco,1246,2,2,2,1,2,5,3,,2,5,4,3,2,3,6,0.0,neutral or dissatisfied
1020,28642,Loyal Customer,47,Business travel,Business,3169,2,5,5,5,1,1,2,2,2,2,2,2,2,1,0,,neutral or dissatisfied
1021,47319,Loyal Customer,53,Business travel,Business,1576,3,3,3,3,4,4,4,,5,5,5,3,5,3,3,,satisfied
1022,29651,Loyal Customer,31,Personal Travel,Eco,354,4,4,3,1,3,1,1,4,5,5,5,1,5,1,200,201.0,neutral or dissatisfied
1023,27111,Loyal Customer,46,Business travel,Business,474,3,2,2,2,4,3,4,3,3,3,3,4,3,2,0,0.0,neutral or dissatisfied
1024,66023,Loyal Customer,29,Business travel,Eco,1034,2,3,3,3,2,4,2,2,4,4,2,3,3,2,10,20.0,neutral or dissatisfied
1025,46149,Loyal Customer,53,Business travel,Business,1635,2,2,2,2,2,3,5,4,4,4,4,4,4,3,0,,satisfied
1026,118584,Loyal Customer,26,Personal Travel,Eco,1303,2,5,2,3,5,0,5,,3,3,5,3,5,5,0,,neutral or dissatisfied
1027,55037,Loyal Customer,58,Business travel,Business,3361,3,3,3,3,5,2,5,,5,5,5,3,5,4,0,0.0,satisfied
1028,111816,Loyal Customer,27,Personal Travel,Eco,264,5,4,5,5,1,5,1,1,5,2,3,5,3,1,0,0.0,satisfied
1029,51646,Loyal Customer,68,Personal Travel,Business,589,3,3,3,5,3,3,5,,3,3,3,1,3,4,37,62.0,neutral or dissatisfied
1030,129005,Loyal Customer,37,Personal Travel,Eco,2296,2,1,2,3,2,3,2,,1,1,3,4,2,2,103,85.0,neutral or dissatisfied
1031,54649,Loyal Customer,34,Business travel,Business,187,1,1,1,1,2,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
1032,24091,disloyal Customer,24,Business travel,Eco,293,1,0,1,4,1,3,1,,4,3,5,5,5,1,9,0.0,neutral or dissatisfied
1033,71812,disloyal Customer,40,Business travel,Eco,101,3,0,3,2,1,3,1,,5,2,1,3,5,1,0,,neutral or dissatisfied
1034,49014,Loyal Customer,39,Business travel,Eco,73,5,1,1,1,5,2,5,5,2,1,2,1,1,5,0,0.0,satisfied
1035,101827,Loyal Customer,46,Business travel,Eco,780,5,3,1,3,1,3,2,,4,5,4,1,4,4,4,13.0,satisfied
1036,116406,Loyal Customer,48,Business travel,Eco Plus,212,4,5,2,5,1,3,3,,5,4,5,1,5,3,51,,neutral or dissatisfied
1037,110822,disloyal Customer,50,Business travel,Eco,998,3,3,3,3,3,4,3,,2,4,3,4,4,3,6,62.0,neutral or dissatisfied
1038,117714,Loyal Customer,56,Business travel,Business,2273,1,1,1,1,3,3,4,,5,5,5,3,5,3,0,10.0,satisfied
1039,75295,Loyal Customer,40,Business travel,Eco,1024,2,2,2,2,2,2,2,2,1,3,3,1,4,2,0,11.0,neutral or dissatisfied
1040,88060,Loyal Customer,51,Personal Travel,Eco,643,2,4,2,3,1,3,1,1,4,4,4,5,4,1,0,0.0,neutral or dissatisfied
1041,110296,Loyal Customer,15,Personal Travel,Eco,763,4,4,4,3,5,3,5,5,4,5,5,3,5,5,36,61.0,neutral or dissatisfied
1042,1375,Loyal Customer,48,Business travel,Business,2434,2,1,1,1,4,1,4,,2,2,2,1,2,1,0,,neutral or dissatisfied
1043,82111,Loyal Customer,28,Personal Travel,Eco,1091,2,5,2,3,3,4,3,3,3,4,5,3,2,3,0,0.0,neutral or dissatisfied
1044,71235,Loyal Customer,12,Personal Travel,Eco Plus,2399,3,4,2,3,2,4,2,,1,3,4,3,3,2,0,9.0,neutral or dissatisfied
1045,88871,Loyal Customer,59,Business travel,Business,1379,3,1,1,1,4,4,3,,3,3,3,2,3,1,1,0.0,neutral or dissatisfied
1046,100935,Loyal Customer,46,Business travel,Business,1035,1,1,1,1,4,2,4,5,5,5,5,3,5,5,9,0.0,satisfied
1047,108275,Loyal Customer,42,Personal Travel,Eco,926,5,5,5,1,4,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
1048,95774,Loyal Customer,12,Personal Travel,Eco,675,1,5,1,3,4,1,4,4,5,5,5,5,4,4,0,,neutral or dissatisfied
1049,129187,Loyal Customer,46,Business travel,Eco,199,2,5,5,5,4,2,3,,2,2,2,1,2,2,17,9.0,neutral or dissatisfied
1050,104959,Loyal Customer,11,Personal Travel,Eco Plus,414,3,5,3,3,5,5,5,,4,5,5,3,4,5,0,0.0,neutral or dissatisfied
1051,99431,Loyal Customer,66,Personal Travel,Eco,373,2,1,2,3,1,4,4,,2,2,2,4,2,1,0,,neutral or dissatisfied
1052,104585,disloyal Customer,27,Business travel,Business,678,1,1,1,4,3,5,3,,5,3,5,5,5,3,0,0.0,neutral or dissatisfied
1053,33377,Loyal Customer,41,Business travel,Business,119,1,1,1,1,3,3,2,4,4,5,4,5,4,2,0,15.0,satisfied
1054,66313,Loyal Customer,58,Business travel,Business,3952,5,5,5,5,5,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
1055,86121,disloyal Customer,22,Business travel,Business,361,5,0,5,3,1,3,1,,3,2,4,3,4,1,29,30.0,satisfied
1056,67534,Loyal Customer,41,Personal Travel,Eco,551,3,5,3,3,2,3,2,,4,2,4,5,1,2,0,0.0,neutral or dissatisfied
1057,95133,disloyal Customer,26,Business travel,Eco,373,4,3,4,1,4,3,4,4,3,5,4,5,5,4,0,,satisfied
1058,14426,Loyal Customer,15,Personal Travel,Eco,1053,1,4,1,4,5,1,1,,3,3,3,3,4,5,11,15.0,neutral or dissatisfied
1059,20357,Loyal Customer,48,Business travel,Business,3281,4,2,2,2,2,4,2,4,4,4,4,4,4,3,0,13.0,neutral or dissatisfied
1060,90001,Loyal Customer,58,Business travel,Business,3090,5,3,5,5,3,4,5,,4,4,4,4,4,4,0,0.0,satisfied
1061,25083,disloyal Customer,49,Business travel,Eco,784,3,3,3,3,3,3,3,,2,4,4,2,4,3,0,36.0,neutral or dissatisfied
1062,126912,Loyal Customer,9,Personal Travel,Business,585,0,5,0,2,3,4,3,3,5,2,4,3,4,3,0,0.0,satisfied
1063,114801,Loyal Customer,43,Business travel,Business,312,1,1,1,1,3,5,5,3,3,4,3,3,3,4,0,0.0,satisfied
1064,69793,Loyal Customer,28,Business travel,Business,1205,3,3,3,3,4,1,4,,3,4,4,5,5,4,0,,satisfied
1065,110543,Loyal Customer,27,Business travel,Eco Plus,1514,1,1,1,1,1,2,1,,4,5,3,4,4,1,0,0.0,neutral or dissatisfied
1066,40619,disloyal Customer,43,Business travel,Eco,987,3,3,3,3,5,2,5,,1,4,5,5,3,5,0,0.0,neutral or dissatisfied
1067,63525,disloyal Customer,45,Business travel,Eco Plus,770,1,1,1,4,5,4,5,,1,4,3,2,3,5,0,,neutral or dissatisfied
1068,109600,Loyal Customer,48,Personal Travel,Eco,834,4,2,4,3,3,3,3,,3,4,2,1,2,3,0,0.0,neutral or dissatisfied
1069,10274,Loyal Customer,42,Personal Travel,Eco,1751,1,2,1,2,4,4,2,,5,1,5,3,5,4,84,78.0,neutral or dissatisfied
1070,16070,Loyal Customer,45,Personal Travel,Eco,793,3,4,3,1,1,2,1,,4,3,5,3,4,1,36,30.0,neutral or dissatisfied
1071,41330,disloyal Customer,26,Business travel,Business,307,3,0,3,2,1,3,1,,5,2,4,4,4,1,25,20.0,neutral or dissatisfied
1072,49737,Loyal Customer,70,Personal Travel,Eco,101,2,5,2,5,3,4,3,,3,2,3,1,3,2,0,0.0,neutral or dissatisfied
1073,58739,disloyal Customer,24,Business travel,Eco,748,2,2,2,4,5,1,5,,2,3,3,4,3,5,0,0.0,neutral or dissatisfied
1074,108081,Loyal Customer,64,Personal Travel,Eco,607,0,4,0,3,4,5,4,,1,0,3,4,1,5,0,0.0,satisfied
1075,5960,Loyal Customer,35,Business travel,Eco,997,1,3,3,3,1,5,1,,3,3,4,1,4,1,27,22.0,neutral or dissatisfied
1076,19894,Loyal Customer,18,Personal Travel,Eco,1452,3,1,3,2,2,4,5,2,4,3,2,2,3,2,0,0.0,neutral or dissatisfied
1077,118890,Loyal Customer,43,Business travel,Business,3923,1,3,3,3,3,2,2,4,4,4,1,2,4,3,7,8.0,neutral or dissatisfied
1078,123195,Loyal Customer,37,Personal Travel,Eco,611,2,4,2,5,1,3,1,,4,1,5,5,5,1,51,,neutral or dissatisfied
1079,23561,Loyal Customer,34,Personal Travel,Eco,594,2,5,2,3,2,5,2,,3,3,1,2,2,2,113,96.0,neutral or dissatisfied
1080,39872,Loyal Customer,29,Business travel,Business,563,4,4,4,4,4,4,4,,5,1,1,1,3,4,0,0.0,satisfied
1081,108251,Loyal Customer,51,Business travel,Eco,761,4,2,2,2,1,4,4,,4,4,4,4,4,1,36,13.0,satisfied
1082,10287,Loyal Customer,54,Business travel,Business,954,3,4,4,4,3,3,4,,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
1083,20819,disloyal Customer,25,Business travel,Eco,925,2,2,2,3,5,2,5,,4,5,4,4,4,5,0,0.0,neutral or dissatisfied
1084,22523,disloyal Customer,23,Business travel,Business,125,4,0,5,4,3,5,3,3,3,3,5,5,4,3,0,0.0,satisfied
1085,125084,Loyal Customer,54,Personal Travel,Eco,302,3,4,3,3,1,3,1,,3,5,4,4,4,1,41,30.0,neutral or dissatisfied
1086,2401,disloyal Customer,9,Business travel,Eco,907,3,4,4,3,2,2,2,2,1,2,3,4,2,2,57,68.0,neutral or dissatisfied
1087,20120,disloyal Customer,27,Business travel,Eco,992,3,3,3,3,3,2,3,,4,2,4,4,3,3,15,,neutral or dissatisfied
1088,117737,Loyal Customer,55,Business travel,Business,3052,4,4,4,4,4,2,4,5,5,5,5,5,5,4,23,40.0,satisfied
1089,95901,Loyal Customer,59,Business travel,Business,1990,2,2,2,2,2,3,4,5,5,4,5,3,5,5,7,0.0,satisfied
1090,84268,Loyal Customer,37,Business travel,Business,1542,2,2,2,2,4,2,4,5,5,5,5,2,5,3,0,,satisfied
1091,74344,Loyal Customer,47,Business travel,Eco,308,4,1,1,1,4,2,4,,3,4,1,3,2,4,0,,satisfied
1092,112107,disloyal Customer,23,Business travel,Eco,647,3,3,3,3,5,5,4,,1,2,4,3,4,5,0,,neutral or dissatisfied
1093,114272,Loyal Customer,40,Business travel,Business,200,5,5,5,5,5,4,5,,5,5,5,3,5,1,78,77.0,satisfied
1094,104086,Loyal Customer,50,Business travel,Business,1069,3,3,3,3,3,4,4,,5,4,5,3,5,4,111,107.0,satisfied
1095,18004,Loyal Customer,43,Business travel,Eco,382,3,1,5,5,2,2,2,,1,1,4,3,4,2,0,0.0,neutral or dissatisfied
1096,913,Loyal Customer,49,Business travel,Business,541,4,4,4,4,5,3,5,,3,4,3,5,3,5,0,0.0,satisfied
1097,103513,Loyal Customer,20,Personal Travel,Eco,1979,3,0,3,3,2,3,2,,4,5,4,5,4,2,0,,neutral or dissatisfied
1098,77263,disloyal Customer,29,Business travel,Business,957,2,2,2,1,1,1,2,1,3,4,4,4,4,1,0,20.0,neutral or dissatisfied
1099,36789,Loyal Customer,64,Personal Travel,Eco,1005,4,4,4,4,4,4,4,,4,4,5,4,4,4,0,1.0,neutral or dissatisfied
1100,42243,Loyal Customer,13,Personal Travel,Eco,813,2,2,2,4,4,5,5,,2,5,4,3,3,4,1,,neutral or dissatisfied
1101,95342,Loyal Customer,41,Business travel,Business,2197,2,2,3,2,5,5,5,,5,5,5,3,5,5,16,5.0,satisfied
1102,41848,Loyal Customer,47,Business travel,Business,3843,5,5,2,5,4,4,4,5,5,5,5,5,5,4,0,0.0,satisfied
1103,90932,Loyal Customer,41,Business travel,Business,2246,1,1,1,1,2,3,5,,4,5,4,3,4,3,27,20.0,satisfied
1104,36635,Loyal Customer,49,Business travel,Business,1733,1,1,1,1,5,5,5,2,2,2,2,5,2,5,0,0.0,satisfied
1105,98679,Loyal Customer,39,Business travel,Business,3256,5,5,5,5,5,3,4,5,5,5,5,4,5,3,14,15.0,satisfied
1106,78040,Loyal Customer,33,Business travel,Eco,170,4,5,4,5,4,1,4,,2,1,1,2,2,4,31,27.0,satisfied
1107,381,Loyal Customer,17,Personal Travel,Eco,1892,1,1,1,2,1,5,2,1,2,4,2,2,3,1,0,,neutral or dissatisfied
1108,65517,Loyal Customer,57,Personal Travel,Eco,67,1,5,1,3,3,2,4,5,5,1,5,4,5,5,8,,neutral or dissatisfied
1109,102002,Loyal Customer,58,Business travel,Business,2960,4,4,4,4,2,2,3,,4,4,4,2,4,4,0,0.0,satisfied
1110,104204,Loyal Customer,43,Business travel,Business,1185,1,1,1,1,2,3,4,4,4,4,4,2,4,1,0,0.0,satisfied
1111,43797,Loyal Customer,36,Business travel,Business,1695,4,4,5,4,5,3,1,5,5,4,5,2,5,1,0,0.0,satisfied
1112,62366,Loyal Customer,7,Business travel,Business,3110,3,2,5,5,3,2,3,3,4,2,3,3,3,3,0,0.0,neutral or dissatisfied
1113,19041,Loyal Customer,42,Business travel,Business,2742,3,3,3,3,2,2,4,4,4,4,4,5,4,3,6,0.0,satisfied
1114,73866,Loyal Customer,42,Business travel,Business,2475,3,3,3,3,4,2,4,,5,5,5,4,5,5,0,0.0,satisfied
1115,115015,Loyal Customer,27,Business travel,Business,3514,1,1,1,1,4,4,4,,5,4,5,4,4,4,7,4.0,satisfied
1116,68875,Loyal Customer,59,Business travel,Eco,214,4,4,4,4,2,4,2,,5,4,5,1,5,4,0,11.0,neutral or dissatisfied
1117,11664,disloyal Customer,19,Business travel,Business,429,0,0,0,4,3,3,3,3,5,4,5,5,4,3,0,,satisfied
1118,6461,disloyal Customer,65,Personal Travel,Eco,1076,2,4,2,1,4,2,4,,3,3,4,4,4,4,8,,neutral or dissatisfied
1119,34389,disloyal Customer,35,Business travel,Eco Plus,175,1,1,1,2,1,3,1,1,2,2,2,1,1,1,0,,neutral or dissatisfied
1120,12045,Loyal Customer,42,Business travel,Eco,867,4,2,2,2,5,1,3,5,5,4,5,1,5,5,0,,satisfied
1121,64074,Loyal Customer,50,Business travel,Eco Plus,1416,4,1,1,1,4,5,4,,1,1,2,4,1,4,0,0.0,satisfied
1122,26889,Loyal Customer,38,Business travel,Business,1947,5,5,5,5,3,2,5,5,5,5,5,3,5,5,0,0.0,satisfied
1123,56310,Loyal Customer,30,Business travel,Business,3773,1,1,1,1,4,4,4,,5,3,5,4,4,4,28,19.0,satisfied
1124,8739,disloyal Customer,57,Business travel,Business,1175,5,5,5,1,1,2,3,1,4,3,4,5,4,1,0,0.0,satisfied
1125,65846,Loyal Customer,20,Personal Travel,Eco,929,3,4,3,4,4,5,2,,5,4,5,4,4,4,0,7.0,neutral or dissatisfied
1126,128924,Loyal Customer,51,Personal Travel,Eco,908,3,4,3,3,1,3,4,,4,3,4,4,4,4,0,0.0,neutral or dissatisfied
1127,101855,disloyal Customer,36,Business travel,Business,255,2,3,3,4,4,0,4,4,5,3,5,5,5,4,7,7.0,neutral or dissatisfied
1128,20472,Loyal Customer,57,Personal Travel,Eco,639,1,5,1,4,4,2,4,,5,1,5,4,5,4,23,20.0,neutral or dissatisfied
1129,119725,Loyal Customer,31,Personal Travel,Eco,1258,1,4,1,3,2,3,2,,3,5,5,3,5,2,12,4.0,neutral or dissatisfied
1130,117126,Loyal Customer,43,Business travel,Business,1846,3,3,3,3,3,3,4,4,4,4,4,4,4,4,0,0.0,satisfied
1131,49951,Loyal Customer,58,Personal Travel,Eco,406,4,4,4,1,2,5,2,,4,4,4,3,5,2,34,28.0,neutral or dissatisfied
1132,33910,disloyal Customer,24,Business travel,Eco,600,1,3,1,3,4,2,4,4,3,5,4,4,4,4,0,,neutral or dissatisfied
1133,11454,Loyal Customer,32,Personal Travel,Eco,1506,3,5,3,4,2,4,2,,4,4,4,4,4,2,0,,neutral or dissatisfied
1134,10030,Loyal Customer,22,Personal Travel,Eco,558,4,3,4,4,4,3,4,,2,4,4,1,4,4,0,9.0,neutral or dissatisfied
1135,61984,Loyal Customer,44,Business travel,Business,3577,3,3,1,3,3,2,4,,2,2,2,5,2,3,0,0.0,satisfied
1136,113633,Loyal Customer,54,Business travel,Business,584,5,5,3,5,5,3,5,,5,5,5,5,5,3,26,53.0,satisfied
1137,86921,Loyal Customer,65,Business travel,Business,1993,3,4,4,4,2,2,4,,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
1138,56417,Loyal Customer,53,Business travel,Business,3426,4,4,4,4,5,4,5,,5,5,5,1,5,4,1,2.0,satisfied
1139,49079,Loyal Customer,40,Business travel,Business,1514,1,1,1,1,4,2,5,,4,4,4,4,4,5,0,0.0,satisfied
1140,101769,Loyal Customer,51,Personal Travel,Eco,972,1,4,1,2,1,2,1,1,4,4,5,3,5,1,5,0.0,neutral or dissatisfied
1141,22585,Loyal Customer,55,Personal Travel,Eco,583,2,2,2,4,5,2,4,,5,2,3,4,5,3,69,65.0,neutral or dissatisfied
1142,43456,Loyal Customer,39,Business travel,Eco,419,2,5,5,5,2,4,2,,1,3,3,1,3,2,0,0.0,neutral or dissatisfied
1143,79167,Loyal Customer,37,Business travel,Business,3805,4,4,4,4,3,4,5,,5,5,5,4,5,4,5,10.0,satisfied
1144,37393,Loyal Customer,43,Business travel,Business,1696,4,5,4,4,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
1145,38348,Loyal Customer,45,Business travel,Eco,1990,3,1,1,1,2,5,3,3,3,3,3,1,3,2,5,,neutral or dissatisfied
1146,17491,Loyal Customer,51,Business travel,Business,646,2,2,2,2,5,4,5,,5,5,5,5,5,5,0,0.0,satisfied
1147,41958,Loyal Customer,49,Business travel,Eco Plus,1009,3,2,2,2,5,4,3,,4,3,4,2,4,1,7,,neutral or dissatisfied
1148,37980,Loyal Customer,27,Business travel,Business,1546,1,5,1,1,5,4,5,5,5,4,4,5,5,5,25,17.0,satisfied
1149,12953,Loyal Customer,34,Business travel,Business,3699,3,1,4,4,5,2,4,,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
1150,69520,Loyal Customer,75,Business travel,Eco,386,3,2,1,2,1,1,3,3,3,3,3,3,3,1,16,14.0,neutral or dissatisfied
1151,89680,disloyal Customer,16,Business travel,Eco,1343,3,3,3,4,1,3,1,1,1,1,4,3,3,1,0,3.0,neutral or dissatisfied
1152,25578,Loyal Customer,61,Personal Travel,Eco,1092,3,5,3,3,3,4,3,5,5,3,5,4,5,3,3,,neutral or dissatisfied
1153,10300,Loyal Customer,36,Business travel,Business,230,3,5,5,5,5,5,1,,3,2,3,3,3,4,20,14.0,neutral or dissatisfied
1154,44439,Loyal Customer,28,Business travel,Eco Plus,748,4,3,3,3,4,4,4,4,4,1,2,2,2,4,120,112.0,satisfied
1155,31964,disloyal Customer,30,Business travel,Eco,834,1,1,1,4,1,5,2,,4,4,3,1,3,1,0,0.0,neutral or dissatisfied
1156,47713,Loyal Customer,51,Business travel,Eco,164,5,3,3,3,1,4,1,4,4,5,4,1,4,2,17,29.0,satisfied
1157,40651,Loyal Customer,31,Business travel,Business,1798,2,2,2,2,4,4,4,4,4,4,4,4,5,4,0,,satisfied
1158,109749,Loyal Customer,37,Business travel,Business,228,2,2,2,2,1,3,2,5,5,5,5,4,5,4,0,0.0,satisfied
1159,62834,Loyal Customer,29,Personal Travel,Business,190,3,4,3,1,3,5,3,3,5,4,5,3,5,3,89,,neutral or dissatisfied
1160,51526,Loyal Customer,43,Business travel,Business,2278,3,4,4,4,1,2,1,,3,3,3,3,3,2,13,8.0,neutral or dissatisfied
1161,119123,Loyal Customer,58,Business travel,Business,554,5,4,5,5,4,2,5,,5,5,5,3,5,5,0,0.0,satisfied
1162,28681,Loyal Customer,50,Personal Travel,Eco,1590,4,4,4,4,5,5,4,,5,4,5,3,5,4,72,69.0,neutral or dissatisfied
1163,42978,Loyal Customer,22,Business travel,Business,859,5,5,5,5,5,3,5,5,4,4,5,5,5,5,11,0.0,satisfied
1164,46655,Loyal Customer,36,Business travel,Business,3065,4,4,4,4,2,4,2,4,4,4,4,4,4,3,0,27.0,satisfied
1165,129814,Loyal Customer,51,Business travel,Business,1723,2,2,2,2,4,5,4,5,5,5,5,5,5,5,14,2.0,satisfied
1166,606,Loyal Customer,58,Business travel,Business,849,5,5,5,5,5,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
1167,73910,Loyal Customer,20,Personal Travel,Eco,528,5,4,5,2,2,4,2,2,3,5,4,3,5,2,5,28.0,satisfied
1168,1274,Loyal Customer,26,Personal Travel,Eco,624,4,4,4,1,2,4,2,,4,4,5,5,5,2,0,,satisfied
1169,45260,Loyal Customer,21,Personal Travel,Eco,912,2,5,3,1,5,4,5,,4,2,4,5,5,5,63,52.0,neutral or dissatisfied
1170,108170,Loyal Customer,58,Business travel,Business,1111,5,5,5,5,5,4,5,,4,4,4,3,4,5,27,13.0,satisfied
1171,99965,Loyal Customer,41,Business travel,Business,224,5,5,5,5,4,3,4,5,5,5,5,5,5,3,104,112.0,satisfied
1172,20494,Loyal Customer,45,Personal Travel,Eco,1010,3,4,3,3,2,3,3,,3,4,1,5,1,2,0,5.0,neutral or dissatisfied
1173,13007,Loyal Customer,33,Personal Travel,Business,759,4,4,4,1,5,2,5,5,4,5,5,4,5,5,0,6.0,neutral or dissatisfied
1174,32556,Loyal Customer,44,Business travel,Business,214,4,5,5,5,1,5,0,4,4,3,3,0,1,0,200,233.0,neutral or dissatisfied
1175,58738,Loyal Customer,48,Personal Travel,Eco,109,1,5,1,1,3,5,3,,4,2,1,5,5,3,40,45.0,neutral or dissatisfied
1176,37241,Loyal Customer,55,Business travel,Business,3098,4,4,4,4,2,3,4,,3,4,3,5,3,4,4,0.0,satisfied
1177,77633,Loyal Customer,21,Business travel,Business,3924,3,3,3,3,5,3,5,,4,4,5,3,5,5,1,0.0,satisfied
1178,98195,Loyal Customer,40,Personal Travel,Eco,748,2,2,2,4,1,3,1,,2,2,4,3,4,1,0,6.0,neutral or dissatisfied
1179,40730,disloyal Customer,27,Business travel,Business,802,3,3,3,1,4,4,4,,4,5,4,4,5,4,0,0.0,neutral or dissatisfied
1180,34937,Loyal Customer,54,Business travel,Eco,258,2,4,4,4,2,3,2,2,3,2,2,4,2,2,84,97.0,neutral or dissatisfied
1181,4886,Loyal Customer,49,Personal Travel,Eco,351,1,4,1,4,2,3,3,5,5,1,5,3,5,3,0,0.0,neutral or dissatisfied
1182,46856,Loyal Customer,16,Personal Travel,Eco,377,1,4,1,1,1,4,1,,4,4,4,3,5,1,0,0.0,neutral or dissatisfied
1183,121984,Loyal Customer,47,Business travel,Business,108,1,1,1,1,5,0,4,,5,5,4,4,5,3,0,0.0,satisfied
1184,95588,Loyal Customer,48,Business travel,Eco,589,3,1,1,1,4,4,4,,5,4,3,5,4,4,0,0.0,satisfied
1185,56556,Loyal Customer,59,Business travel,Business,2664,2,5,5,5,3,1,4,,2,3,2,1,2,3,21,18.0,neutral or dissatisfied
1186,13080,Loyal Customer,50,Business travel,Business,2654,4,2,4,4,3,5,4,,5,4,5,5,5,4,6,1.0,satisfied
1187,75526,Loyal Customer,70,Personal Travel,Eco,868,1,2,1,2,2,2,1,,5,1,5,2,5,1,34,20.0,neutral or dissatisfied
1188,44043,Loyal Customer,51,Business travel,Business,3559,0,0,0,2,3,2,5,,4,4,4,3,4,5,12,,satisfied
1189,15393,Loyal Customer,46,Business travel,Business,2978,0,5,0,2,3,4,4,,3,3,3,3,3,4,0,,satisfied
1190,25398,Loyal Customer,53,Personal Travel,Eco,780,3,4,4,4,1,4,3,5,5,4,5,1,5,2,0,0.0,neutral or dissatisfied
1191,89069,Loyal Customer,39,Business travel,Business,1771,5,5,5,5,3,4,5,,5,5,5,5,5,5,0,0.0,satisfied
1192,97845,Loyal Customer,39,Personal Travel,Eco,270,1,0,1,1,1,4,4,,4,3,4,5,5,1,12,0.0,neutral or dissatisfied
1193,27913,Loyal Customer,31,Business travel,Business,873,4,4,4,4,5,5,5,5,5,5,4,5,5,5,3,3.0,satisfied
1194,114615,Loyal Customer,34,Personal Travel,Eco Plus,370,3,4,2,5,2,4,2,,3,5,5,3,4,2,0,0.0,neutral or dissatisfied
1195,12491,Loyal Customer,38,Business travel,Eco Plus,789,5,5,5,5,5,1,5,,4,3,3,3,5,5,15,6.0,satisfied
1196,35597,Loyal Customer,11,Personal Travel,Business,883,1,3,1,1,3,2,3,3,3,3,4,1,3,3,8,0.0,neutral or dissatisfied
1197,65001,Loyal Customer,52,Business travel,Business,2405,1,1,1,1,4,5,5,4,4,4,4,5,4,3,0,,satisfied
1198,100659,Loyal Customer,11,Personal Travel,Eco,738,2,4,2,2,4,5,4,,3,4,5,4,5,4,8,,neutral or dissatisfied
1199,15429,Loyal Customer,48,Personal Travel,Eco,882,3,4,3,4,1,4,4,,5,3,5,5,5,2,20,8.0,neutral or dissatisfied
1200,118962,disloyal Customer,45,Business travel,Business,325,2,2,2,1,5,4,5,5,3,5,5,5,5,5,15,,neutral or dissatisfied
1201,47211,Loyal Customer,54,Personal Travel,Eco,985,5,5,5,5,4,2,4,,5,4,4,4,5,4,0,0.0,satisfied
1202,108118,Loyal Customer,49,Business travel,Business,1830,2,2,2,2,3,2,5,4,4,4,4,3,4,5,0,,satisfied
1203,6809,Loyal Customer,35,Business travel,Business,2399,4,4,4,4,3,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
1204,76511,Loyal Customer,35,Business travel,Eco Plus,224,3,5,3,3,3,5,3,3,3,4,4,3,4,3,4,6.0,neutral or dissatisfied
1205,101335,Loyal Customer,27,Business travel,Business,2139,2,2,2,2,3,4,3,3,3,2,4,4,4,3,0,0.0,satisfied
1206,31187,Loyal Customer,24,Business travel,Business,1011,1,1,5,1,3,5,3,,4,2,4,5,5,3,0,0.0,satisfied
1207,90434,disloyal Customer,50,Business travel,Business,425,4,4,4,1,3,2,3,3,5,2,5,4,4,3,10,6.0,satisfied
1208,126701,disloyal Customer,72,Business travel,Business,227,4,4,4,2,3,4,3,3,4,2,4,3,4,3,0,,neutral or dissatisfied
1209,81768,Loyal Customer,44,Business travel,Business,2847,3,3,3,3,3,4,5,5,5,5,5,3,5,5,0,7.0,satisfied
1210,56357,Loyal Customer,30,Business travel,Business,409,1,5,1,1,4,3,4,4,3,3,1,5,3,4,0,2.0,satisfied
1211,2375,Loyal Customer,60,Personal Travel,Eco,432,5,2,5,3,5,5,3,,1,5,1,4,1,3,0,0.0,satisfied
1212,84240,Loyal Customer,36,Personal Travel,Eco Plus,304,0,4,0,1,1,5,1,,3,4,4,3,5,1,4,,satisfied
